,location,total_sqft,bath,price,bhk
2966,Hormavu,1000.0,2.0,50.0,2
2967,Hormavu,1200.0,2.0,68.0,2
2969,Hormavu,765.0,2.0,37.49,2
2972,Hormavu,1250.0,2.0,60.0,2
2974,Hormavu,583.0,1.0,28.275,1
2976,Hormavu,1385.0,2.0,69.25,3
2978,Hormavu,1065.0,2.0,50.92,2
2979,Hormavu,1046.0,2.0,60.0,2
2980,Hormavu,1400.0,2.0,75.0,2
2981,Hormavu,1365.0,2.0,65.0,3
2986,Hormavu,1200.0,2.0,73.0,2
2987,Hormavu,1250.0,2.0,65.0,2
2989,Hormavu,1075.0,2.0,53.7,2
2991,Hormavu,2282.0,4.0,115.0,4
2993,Hormavu,1310.0,2.0,67.0,2
2996,Hormavu,1210.0,2.0,69.0,2
3001,Hosa Road,1430.0,2.0,97.52,2
3002,Hosa Road,1365.0,2.0,92.0,2
3005,Hosa Road,1332.0,2.0,86.12,3
3006,Hosa Road,615.0,1.0,28.29,1
3007,Hosa Road,1318.0,2.0,85.28,3
3008,Hosa Road,1513.0,3.0,103.0,3
3012,Hosa Road,1532.0,3.0,98.13,3
3013,Hosa Road,1680.0,3.0,101.0,3
3014,Hosa Road,880.0,2.0,50.0,2
3015,Hosa Road,1533.0,3.0,98.18,3
3016,Hosa Road,1040.0,2.0,68.59,2
3017,Hosa Road,1040.0,2.0,61.0,2
3020,Hosa Road,1311.0,2.0,84.86,3
3021,Hosa Road,1512.0,3.0,103.0,3
3022,Hosa Road,800.0,1.0,39.99,1
3026,Hosa Road,1360.0,2.0,77.61,2
3027,Hosa Road,1170.0,2.0,65.0,2
3028,Hosa Road,1470.0,2.0,84.22,3
3031,Hosa Road,1893.0,3.0,130.0,3
3034,Hosakerehalli,2378.0,3.0,262.0,3
3036,Hosakerehalli,3205.0,5.0,380.0,4
3038,Hosakerehalli,3024.0,5.0,350.0,4
3039,Hosakerehalli,2400.0,5.0,250.0,5
3041,Hosakerehalli,1304.0,2.0,100.0,2
3042,Hosakerehalli,2480.0,3.0,245.0,3
3043,Hosakerehalli,925.0,2.0,46.5,2
3044,Hosakerehalli,2480.0,4.0,260.0,3
3047,Hosakerehalli,3205.0,4.0,300.0,4
3048,Hosakerehalli,3033.0,4.0,326.0,4
3049,Hosakerehalli,600.0,2.0,65.0,2
3050,Hosakerehalli,2480.0,4.0,265.0,3
3051,Hosakerehalli,925.0,2.0,46.25,2
3052,Hosakerehalli,2376.0,3.0,240.0,3
3053,Hosakerehalli,1500.0,6.0,145.0,5
3054,Hoskote,1250.0,3.0,50.0,3
3055,Hoskote,1225.0,3.0,40.0,3
3056,Hoskote,1740.0,3.0,60.0,3
3057,Hoskote,1170.0,2.0,45.0,2
3059,Hoskote,1200.0,3.0,57.0,3
3060,Hoskote,1069.0,2.0,38.0,3
3064,Hoskote,1395.0,2.0,63.0,3
3066,Hoskote,945.0,2.0,35.0,2
3069,Hoskote,509.0,1.0,23.0,1
3070,Hosur Road,1656.0,2.0,120.0,2
3071,Hosur Road,1194.0,2.0,69.0,2
3074,Hosur Road,3300.0,5.0,240.0,5
3075,Hosur Road,1510.0,2.0,105.0,3
3076,Hosur Road,1427.0,2.0,80.63,3
3077,Hosur Road,1508.0,2.0,110.0,3
3078,Hosur Road,460.0,1.0,21.0,1
3081,Hosur Road,950.0,2.0,60.0,2
3082,Hosur Road,1194.0,2.0,71.64,2
3083,Hosur Road,1766.0,3.0,130.0,3
3084,Hosur Road,1689.0,3.0,103.0,3
3089,Hosur Road,2000.0,4.0,130.0,4
3093,Hosur Road,1223.0,2.0,93.0,2
3095,Hosur Road,1919.0,3.0,117.0,3
3102,Hulimavu,1100.0,2.0,71.5,2
3104,Hulimavu,688.0,1.0,50.0,1
3105,Hulimavu,1255.0,2.0,73.0,2
3106,Hulimavu,1200.0,4.0,75.0,4
3108,Hulimavu,1375.0,2.0,80.0,2
3109,Hulimavu,1248.0,2.0,69.0,2
3110,Hulimavu,1818.0,3.0,135.0,3
3112,Hulimavu,1255.0,2.0,74.0,2
3114,Hulimavu,1255.0,2.0,69.0,2
3116,Hulimavu,3035.0,5.0,271.0,3
3117,Hulimavu,3035.0,5.0,220.0,3
3118,Hulimavu,1127.0,2.0,65.0,2
3121,Hulimavu,1200.0,2.0,75.0,2
3122,Hulimavu,1430.0,2.0,90.0,3
3127,Hulimavu,3560.0,5.0,318.0,4
3129,Hulimavu,1276.0,2.0,76.0,2
3130,Hulimavu,1500.0,2.0,90.0,2
3132,Hulimavu,1021.0,2.0,76.0,2
3133,Hulimavu,581.0,1.0,29.0,1
3135,Hulimavu,1050.0,2.0,125.0,2
3137,Hulimavu,1260.0,2.0,82.0,3
3138,Hulimavu,450.0,1.0,20.0,1
3139,Hulimavu,1231.0,2.0,84.5,2
3140,Hulimavu,1916.0,2.0,150.0,3
3142,ISRO Layout,4400.0,6.0,250.0,6
3143,ISRO Layout,1000.0,2.0,60.0,2
3144,ISRO Layout,1180.0,2.0,52.0,2
3145,ISRO Layout,1310.0,2.0,68.0,3
3146,ISRO Layout,4200.0,4.0,255.0,4
3147,ISRO Layout,1050.0,2.0,51.0,2
3148,ISRO Layout,1370.0,2.0,87.0,3
3149,ISRO Layout,1200.0,2.0,43.0,2
3150,Iblur Village,3235.0,3.0,235.0,3
3151,Iblur Village,3596.0,5.0,290.0,4
3154,Iblur Village,3596.0,5.0,282.0,4
3158,Iblur Village,1920.0,3.0,150.0,3
3161,Iblur Village,3596.0,5.0,279.0,4
3162,Iblur Village,2666.0,4.0,200.0,3
3163,Iblur Village,5384.0,5.0,420.0,5
3164,Iblur Village,3596.0,5.0,297.0,4
3165,Iblur Village,5515.0,6.0,425.0,5
3171,Indira Nagar,2800.0,3.0,330.0,3
3172,Indira Nagar,1650.0,3.0,200.0,3
3177,Indira Nagar,500.0,1.0,70.0,1
3178,Indira Nagar,1400.0,2.0,168.0,2
3179,Indira Nagar,2400.0,4.0,525.0,4
3182,Indira Nagar,1470.0,2.0,170.0,2
3183,Indira Nagar,2700.0,3.0,324.0,3
3184,Indira Nagar,850.0,1.0,57.0,1
3185,Indira Nagar,3250.0,8.0,600.0,8
3186,Indira Nagar,2601.0,4.0,312.0,3
3188,Indira Nagar,1740.0,3.0,191.0,3
3189,Indira Nagar,1650.0,3.0,220.0,3
3192,Indira Nagar,1440.0,3.0,275.0,3
3193,Indira Nagar,1475.0,2.0,171.0,2
3195,Indira Nagar,4000.0,4.0,700.0,4
3196,Indira Nagar,850.0,1.0,60.0,1
3197,Indira Nagar,2400.0,4.0,405.0,4
3198,Indira Nagar,1800.0,5.0,350.0,5
3203,Indira Nagar,1149.0,2.0,130.0,2
3205,Indira Nagar,2400.0,6.0,475.0,6
3206,JP Nagar,1850.0,3.0,150.0,3
3207,JP Nagar,5520.0,2.0,375.0,5
3208,JP Nagar,1100.0,2.0,70.0,2
3211,JP Nagar,4624.5,4.0,314.5,4
3213,JP Nagar,1050.0,1.0,44.0,1
3214,JP Nagar,1352.5,2.0,93.865,2
3216,JP Nagar,1300.0,2.0,90.87,2
3217,JP Nagar,1315.0,2.0,85.4,3
3218,JP Nagar,1690.0,3.0,112.0,3
3223,JP Nagar,750.0,1.0,52.5,1
3224,JP Nagar,1200.0,2.0,78.0,2
3231,JP Nagar,1750.0,3.0,123.0,3
3232,JP Nagar,2195.0,2.0,152.0,3
3233,JP Nagar,3496.5,2.0,237.5,3
3237,JP Nagar,745.0,1.0,34.27,1
3239,JP Nagar,1150.0,2.0,90.0,2
3241,JP Nagar,1960.0,3.0,138.0,3
3245,JP Nagar,2400.0,3.0,196.0,3
3246,JP Nagar,1300.0,2.0,91.65,2
3248,JP Nagar,1250.0,2.0,93.0,2
3249,JP Nagar,1500.0,2.0,108.0,3
3250,JP Nagar,1520.0,3.0,125.0,3
3251,JP Nagar,1405.0,2.0,99.0,2
3252,JP Nagar,1157.0,2.0,73.0,2
3255,Jakkur,1590.0,2.0,125.0,3
3257,Jakkur,1710.0,3.0,107.0,3
3259,Jakkur,3467.86,6.0,249.0,4
3260,Jakkur,1865.0,3.0,124.0,3
3262,Jakkur,3181.0,2.0,260.5,4
3263,Jakkur,1760.0,3.0,139.0,3
3264,Jakkur,1290.0,2.0,100.0,2
3265,Jakkur,1452.19,2.0,100.0,2
3266,Jakkur,1798.0,3.0,120.0,3
3267,Jakkur,1300.0,2.0,85.0,2
3268,Jakkur,3181.0,4.0,260.5,4
3269,Jakkur,1950.0,3.0,131.0,3
3271,Jakkur,1230.0,2.0,76.0,2
3273,Jakkur,1290.0,2.0,80.0,2
3274,Jakkur,1760.0,3.0,110.0,3
3276,Jakkur,1483.0,2.0,98.0,2
3279,Jakkur,1650.0,3.0,111.0,3
3281,Jakkur,2423.0,4.0,160.0,3
3284,Jakkur,1230.0,2.0,79.0,2
3285,Jakkur,1202.0,2.0,79.0,2
3286,Jakkur,1858.0,3.0,123.0,3
3287,Jakkur,3181.0,2.0,229.0,4
3290,Jakkur,1785.0,3.0,130.0,3
3293,Jakkur,1816.0,3.0,119.0,3
3295,Jakkur,1290.0,2.0,85.0,2
3296,Jakkur,1300.0,2.0,80.0,2
3297,Jakkur,1290.0,2.0,80.04,2
3300,Jakkur,1660.0,3.0,104.0,3
3306,Jakkur,1710.0,3.0,110.0,3
3308,Jalahalli,2250.0,3.0,160.0,3
3309,Jalahalli,1694.0,2.0,125.0,2
3312,Jalahalli,1045.0,2.0,76.77,2
3314,Jalahalli,2113.0,3.0,155.0,3
3315,Jalahalli,1932.0,4.0,135.0,3
3317,Jalahalli,1200.0,4.0,90.0,4
3319,Jalahalli,2384.0,4.0,165.0,3
3323,Jalahalli,1569.0,3.0,118.0,3
3324,Jalahalli,600.0,1.0,37.0,1
3325,Jalahalli,615.0,1.0,46.0,1
3328,Jalahalli,1000.0,2.0,70.0,2
3330,Jalahalli,1470.0,2.0,102.0,3
3331,Jalahalli,1244.0,2.0,88.0,2
3332,Jalahalli,1407.0,2.0,98.49,2
3333,Jalahalli,1200.0,2.0,66.0,1
3336,Jalahalli,2086.0,3.0,160.0,3
3341,Jalahalli East,750.0,1.0,40.0,1
3342,Jalahalli East,1260.0,2.0,60.0,3
3343,Jalahalli East,1020.0,2.0,58.0,2
3344,Jalahalli East,1300.0,2.0,63.0,3
3345,Jalahalli East,775.0,1.0,34.1,1
3346,Jalahalli East,1010.0,2.0,52.0,2
3348,Jigani,918.0,2.0,52.0,2
3350,Jigani,924.0,2.0,65.0,2
3353,Jigani,927.0,2.0,55.0,2
3357,Jigani,918.0,2.0,63.2,2
3359,Jigani,918.0,2.0,55.0,2
3360,Jigani,2400.0,3.0,149.0,3
3367,Jigani,1221.0,3.0,72.0,3
3373,Jigani,914.0,2.0,55.0,2
3377,Jigani,1221.0,3.0,75.0,3
3378,Jigani,1252.0,3.0,70.0,3
3381,Jigani,1221.0,3.0,70.0,3
3385,Jigani,918.0,2.0,56.0,2
3388,Judicial Layout,1300.0,3.0,64.0,3
3389,Judicial Layout,2070.0,3.0,162.0,3
3390,Judicial Layout,1700.0,3.0,155.0,3
3391,Judicial Layout,1100.0,2.0,53.0,3
3392,Judicial Layout,1165.0,2.0,49.61,2
3393,Judicial Layout,5400.0,4.0,700.0,5
3394,Judicial Layout,1500.0,3.0,162.0,4
3395,Judicial Layout,900.0,2.0,40.0,2
3396,Judicial Layout,1989.0,4.0,155.0,3
3397,KR Puram,1277.5,2.0,56.8,2
3402,KR Puram,1200.0,2.0,71.0,2
3407,KR Puram,1470.0,2.0,86.0,2
3408,KR Puram,714.0,1.0,28.0,1
3409,KR Puram,1142.0,2.0,51.0,2
3411,KR Puram,1021.0,2.0,48.0,2
3412,KR Puram,1559.0,3.0,69.315,3
3414,KR Puram,1550.0,2.0,71.0,2
3420,KR Puram,1156.0,2.0,72.0,2
3421,KR Puram,1000.0,2.0,60.0,2
3425,KR Puram,750.0,2.0,40.0,2
3428,KR Puram,1000.0,2.0,44.5,2
3430,KR Puram,1200.0,1.0,65.0,2
3431,KR Puram,1583.0,2.0,70.445,3
3432,KR Puram,1076.0,2.0,67.0,2
3437,KR Puram,1040.0,2.0,50.0,2
3438,KR Puram,1200.0,4.0,83.0,4
3442,KR Puram,4600.0,9.0,200.0,9
3443,KR Puram,1050.0,2.0,55.0,2
3446,KR Puram,1700.0,3.0,105.0,3
3447,KR Puram,1200.0,2.0,72.0,2
3448,KR Puram,3628.0,4.0,246.0,4
3453,KR Puram,1290.0,2.0,69.0,2
3454,KR Puram,1300.0,2.0,57.0,3
3457,KR Puram,1204.0,2.0,58.0,2
3458,KR Puram,700.0,1.0,21.5,1
3460,KR Puram,1827.0,3.0,97.0,3
3464,KR Puram,2283.0,2.0,121.0,4
3467,KR Puram,1200.0,2.0,75.0,2
3468,KR Puram,1245.0,2.0,60.0,2
3469,Kadubeesanahalli,1665.0,3.0,70.0,3
3470,Kadubeesanahalli,1532.0,3.0,115.0,3
3471,Kadubeesanahalli,1545.0,2.0,66.0,3
3472,Kadubeesanahalli,1424.0,2.0,75.0,3
3473,Kadubeesanahalli,1257.0,2.0,93.0,2
3474,Kadubeesanahalli,1365.0,3.0,80.0,3
3475,Kadubeesanahalli,1257.0,2.0,105.0,2
3476,Kadubeesanahalli,1184.0,2.0,55.0,2
3477,Kadubeesanahalli,1185.0,2.0,55.0,2
3478,Kadubeesanahalli,1140.0,2.0,78.0,2
3483,Kadugodi,1890.0,4.0,127.0,3
3484,Kadugodi,3750.0,4.0,210.0,4
3485,Kadugodi,1762.0,3.0,110.0,3
3486,Kadugodi,1900.0,3.0,108.0,3
3487,Kadugodi,1314.0,2.0,68.2,2
3491,Kadugodi,1314.0,2.0,78.0,2
3492,Kadugodi,1762.0,3.0,112.0,3
3493,Kadugodi,1314.0,2.0,83.0,2
3494,Kadugodi,925.0,1.0,40.7,1
3495,Kadugodi,1351.0,2.0,78.0,3
3497,Kadugodi,1890.0,4.0,125.0,3
3498,Kadugodi,1152.0,2.0,61.0,2
3504,Kadugodi,1875.0,2.0,110.0,3
3506,Kadugodi,1762.0,3.0,109.0,3
3507,Kadugodi,1314.0,2.0,80.0,2
3508,Kadugodi,1196.0,2.0,60.0,2
3511,Kaggadasapura,2150.0,4.0,100.0,4
3513,Kaggadasapura,1110.0,2.0,53.0,2
3514,Kaggadasapura,1060.0,2.0,48.0,2
3517,Kaggadasapura,1470.0,2.0,75.0,3
3519,Kaggadasapura,1050.0,2.0,48.0,2
3521,Kaggadasapura,1100.0,2.0,58.0,2
3523,Kaggadasapura,1200.0,2.0,53.0,2
3524,Kaggadasapura,1035.0,2.0,45.5,2
3525,Kaggadasapura,1180.0,1.0,50.0,2
3527,Kaggadasapura,1340.0,3.0,66.0,3
3529,Kaggadasapura,1500.0,3.0,75.0,3
3533,Kaggadasapura,1540.0,3.0,75.0,3
3535,Kaggadasapura,1560.0,2.0,72.0,3
3536,Kaggadasapura,1240.0,2.0,58.58,2
3537,Kaggadasapura,1000.0,2.0,43.0,2
3538,Kaggadasapura,2500.0,5.0,120.0,3
3539,Kaggadasapura,960.0,2.0,45.0,2
3542,Kaggadasapura,1455.0,3.0,75.0,3
3543,Kaggadasapura,1045.0,2.0,55.0,2
3548,Kaggadasapura,1485.0,2.0,70.0,3
3549,Kaggadasapura,1175.0,2.0,50.0,2
3553,Kaggadasapura,1500.0,2.0,75.0,3
3554,Kaggadasapura,1400.0,2.0,68.0,3
3557,Kaggalipura,700.0,1.0,38.0,1
3559,Kaggalipura,700.0,1.0,36.0,1
3561,Kaggalipura,1000.0,2.0,60.0,2
3564,Kaggalipura,1150.0,2.0,62.0,3
3565,Kaggalipura,700.0,1.0,35.0,1
3569,Kaggalipura,950.0,2.0,60.0,2
3570,Kaikondrahalli,1645.0,3.0,100.0,3
3571,Kaikondrahalli,1115.0,2.0,50.0,2
3572,Kaikondrahalli,1220.0,3.0,56.0,3
3573,Kaikondrahalli,1300.0,2.0,61.0,2
3574,Kaikondrahalli,1700.0,4.0,108.0,4
3575,Kaikondrahalli,1342.0,3.0,92.0,3
3576,Kaikondrahalli,1605.0,3.0,105.0,3
3577,Kaikondrahalli,1253.0,2.0,81.5,2
3578,Kaikondrahalli,991.0,2.0,64.0,2
3579,Kaikondrahalli,1250.0,2.0,78.0,2
3580,Kaikondrahalli,3381.0,6.0,225.0,6
3582,Kalena Agrahara,1804.0,3.0,120.0,3
3583,Kalena Agrahara,1425.0,2.0,70.0,3
3584,Kalena Agrahara,1325.0,2.0,76.0,2
3585,Kalena Agrahara,1450.0,2.0,85.0,3
3589,Kalena Agrahara,1565.0,3.0,78.0,3
3590,Kalena Agrahara,610.0,1.0,39.0,1
3592,Kalena Agrahara,1450.0,3.0,100.0,3
3594,Kalena Agrahara,1902.0,3.0,89.0,3
3595,Kalena Agrahara,800.0,2.0,40.0,2
3598,Kalena Agrahara,1837.0,2.0,95.0,3
3599,Kalena Agrahara,1510.0,3.0,78.0,3
3600,Kalena Agrahara,1354.0,2.0,70.0,2
3601,Kalena Agrahara,1200.0,3.0,70.0,2
3602,Kalena Agrahara,1354.0,2.0,71.0,2
3603,Kalyan nagar,1375.0,3.0,75.0,3
3605,Kalyan nagar,3800.0,5.0,300.0,4
3606,Kalyan nagar,1640.0,3.0,88.0,3
3608,Kalyan nagar,1080.0,2.0,73.0,2
3609,Kalyan nagar,2422.0,3.0,150.0,4
3612,Kalyan nagar,1198.0,2.0,65.0,2
3613,Kalyan nagar,1250.0,2.0,65.0,2
3616,Kalyan nagar,2285.0,4.0,165.0,3
3617,Kalyan nagar,1100.0,2.0,70.0,2
3618,Kambipura,883.0,2.0,45.0,2
3619,Kambipura,1082.0,2.0,56.0,3
3620,Kambipura,1082.0,2.0,45.0,3
3621,Kambipura,883.0,2.0,39.0,2
3622,Kambipura,1082.0,2.0,55.0,3
3623,Kambipura,883.0,2.0,37.0,2
3624,Kambipura,883.0,2.0,44.0,2
3625,Kambipura,1082.0,2.0,45.5,3
3626,Kambipura,1083.0,2.0,48.0,3
3627,Kambipura,883.0,2.0,37.01,2
3628,Kammanahalli,2845.0,5.0,140.0,5
3629,Kammanahalli,1666.0,4.0,150.0,5
3630,Kammanahalli,700.0,1.0,59.0,1
3631,Kammanahalli,1200.0,2.0,80.0,2
3632,Kammanahalli,1100.0,2.0,60.0,2
3633,Kammanahalli,1200.0,1.0,81.0,2
3634,Kammanahalli,2900.0,4.0,200.0,4
3635,Kammanahalli,1200.0,3.0,80.0,2
3636,Kammasandra,1595.0,3.0,65.0,3
3638,Kammasandra,657.5,1.0,18.41,1
3639,Kammasandra,674.0,2.0,29.0,2
3640,Kammasandra,912.0,2.0,39.0,3
3649,Kammasandra,1015.0,2.0,37.0,2
3652,Kammasandra,1415.0,2.0,60.0,2
3653,Kammasandra,1057.0,2.0,35.0,2
3655,Kammasandra,1500.0,3.0,65.0,3
3656,Kammasandra,985.0,2.0,40.5,2
3657,Kammasandra,940.0,2.0,35.0,2
3659,Kammasandra,610.0,1.0,18.5,1
3660,Kanakapura,1419.0,3.0,75.0,3
3661,Kanakapura,711.0,1.0,36.0,1
3662,Kanakapura,711.0,1.0,38.0,1
3663,Kanakapura,929.0,2.0,46.0,2
3664,Kanakapura,551.0,1.0,30.0,1
3666,Kanakapura,1699.0,3.0,97.0,3
3668,Kanakapura,1476.0,3.0,75.0,3
3669,Kanakapura,1295.0,2.0,64.0,2
3672,Kanakapura,1151.0,2.0,59.0,2
3673,Kanakapura,945.0,2.0,47.0,2
3674,Kanakapura,1254.0,2.0,70.0,3
3675,Kanakapura,2200.0,3.0,121.0,3
3676,Kanakapura,1340.0,2.0,65.0,2
3678,Kanakapura,1450.0,3.0,75.0,3
3679,Kanakapura,1283.0,2.0,68.0,2
3680,Kanakapura,2130.0,4.0,120.0,4
3682,Kanakapura,938.0,1.0,50.0,1
3683,Kanakapura,825.0,1.0,35.475,1
3687,Kanakpura Road,1665.0,3.0,88.0,3
3688,Kanakpura Road,950.0,2.0,57.0,2
3696,Kanakpura Road,525.0,1.0,27.25,1
3697,Kanakpura Road,1100.0,2.0,58.0,3
3698,Kanakpura Road,525.0,1.0,30.0,1
3700,Kanakpura Road,1339.0,2.0,75.0,2
3701,Kanakpura Road,1100.0,3.0,58.0,3
3703,Kanakpura Road,1843.0,3.0,95.84,3
3704,Kanakpura Road,1290.0,2.0,74.0,2
3706,Kanakpura Road,1665.0,3.0,86.58,3
3708,Kanakpura Road,1542.0,2.0,85.0,3
3709,Kanakpura Road,1300.0,2.0,69.0,3
3713,Kanakpura Road,1495.0,2.0,90.0,2
3716,Kanakpura Road,1560.0,3.0,92.0,3
3718,Kanakpura Road,3500.0,6.0,225.0,4
3719,Kanakpura Road,1420.0,2.0,75.0,3
3722,Kanakpura Road,983.0,2.0,50.6,2
3727,Kanakpura Road,1500.0,3.0,97.0,3
3729,Kanakpura Road,1366.0,3.0,76.85,2
3732,Kanakpura Road,2265.0,3.0,136.0,3
3737,Kanakpura Road,2200.0,3.0,130.0,3
3739,Kanakpura Road,1051.0,2.0,56.74,2
3741,Kanakpura Road,1299.0,2.0,85.0,2
3744,Kanakpura Road,1300.0,3.0,69.0,3
3745,Kanakpura Road,700.0,2.0,40.0,2
3747,Kanakpura Road,1700.0,3.0,88.0,3
3749,Kanakpura Road,2775.0,3.0,165.0,4
3750,Kanakpura Road,1900.0,3.0,99.0,3
3751,Kanakpura Road,1290.0,2.0,80.0,2
3755,Kanakpura Road,1868.0,3.0,113.0,3
3756,Kanakpura Road,1366.0,2.0,83.0,2
3758,Kanakpura Road,1339.0,2.0,71.5,2
3759,Kanakpura Road,670.0,1.0,35.0,1
3767,Kanakpura Road,1498.0,3.0,95.0,3
3768,Kanakpura Road,525.0,2.0,27.0,1
3769,Kanakpura Road,1665.0,3.0,86.91,3
3770,Kanakpura Road,712.0,1.0,38.44,1
3774,Kanakpura Road,1507.0,2.0,95.0,3
3778,Kanakpura Road,1339.0,2.0,85.0,2
3779,Kanakpura Road,525.0,1.0,27.0,1
3780,Kanakpura Road,525.0,1.0,27.5,1
3782,Kanakpura Road,525.0,1.0,26.25,1
3783,Kanakpura Road,1050.0,2.0,59.0,3
3784,Kanakpura Road,1600.0,3.0,90.0,3
3785,Kanakpura Road,525.0,2.0,29.25,1
3791,Kanakpura Road,1843.0,3.0,96.2,3
3795,Kanakpura Road,1240.0,2.0,65.0,2
3799,Kanakpura Road,700.0,2.0,41.0,2
3802,Kanakpura Road,700.0,1.0,41.0,2
3804,Kanakpura Road,1140.0,2.0,65.0,2
3811,Kanakpura Road,1322.0,2.0,70.0,2
3812,Kanakpura Road,1698.0,2.0,105.0,2
3814,Kanakpura Road,1167.0,2.0,63.0,2
3821,Kanakpura Road,1430.0,2.0,78.0,2
3825,Kanakpura Road,2000.0,3.0,105.0,3
3826,Kanakpura Road,1200.0,2.0,62.0,2
3827,Kanakpura Road,1843.0,3.0,95.0,3
3833,Kanakpura Road,1938.0,3.0,105.0,3
3836,Kanakpura Road,1622.0,3.0,95.0,3
3840,Kannamangala,957.0,2.0,58.0,2
3841,Kannamangala,957.0,2.0,56.0,2
3842,Kannamangala,3000.0,4.0,200.0,4
3843,Kannamangala,1536.0,3.0,89.0,3
3844,Kannamangala,2400.0,4.0,130.0,4
3845,Kannamangala,1574.0,3.0,93.34,3
3846,Kannamangala,957.0,2.0,52.5,2
3847,Kannamangala,1536.0,3.0,104.0,3
3848,Kannamangala,957.0,2.0,54.5,2
3849,Kannamangala,2422.0,4.0,135.0,4
3850,Kannamangala,957.0,2.0,55.0,2
3851,Karuna Nagar,2500.0,3.0,180.0,3
3852,Karuna Nagar,2500.0,3.0,190.0,3
3853,Karuna Nagar,1962.0,3.0,175.0,3
3854,Karuna Nagar,1057.0,2.0,65.0,2
3855,Karuna Nagar,1354.0,2.0,98.0,3
3856,Karuna Nagar,1945.0,3.0,115.0,3
3857,Karuna Nagar,1960.0,3.0,165.0,3
3859,Kasavanhalli,1563.05,3.0,105.0,3
3860,Kasavanhalli,1717.0,3.0,99.0,3
3862,Kasavanhalli,3260.0,4.0,240.0,4
3863,Kasavanhalli,1349.0,2.0,78.0,2
3864,Kasavanhalli,1121.0,2.0,78.0,2
3867,Kasavanhalli,1200.0,2.0,78.0,2
3870,Kasavanhalli,1476.0,3.0,89.0,3
3873,Kasavanhalli,1719.0,3.0,116.0,3
3876,Kasavanhalli,2170.0,3.0,151.0,3
3879,Kasavanhalli,1476.0,3.0,95.0,3
3882,Kasavanhalli,1787.0,3.0,123.0,3
3884,Kasavanhalli,1691.0,3.0,104.0,3
3885,Kasavanhalli,4260.0,4.0,272.0,4
3893,Kasavanhalli,770.0,1.0,43.82,1
3898,Kasavanhalli,4260.0,4.0,333.0,4
3900,Kasavanhalli,5000.0,2.0,400.0,2
3901,Kasavanhalli,4000.0,4.0,325.0,4
3903,Kasavanhalli,1917.0,3.0,132.0,3
3904,Kasavanhalli,1375.0,2.0,78.0,2
3905,Kasavanhalli,4408.0,4.0,344.0,4
3906,Kasavanhalli,1309.0,2.0,95.0,2
3907,Kasavanhalli,1476.0,3.0,105.0,3
3908,Kasavanhalli,1158.0,2.0,67.0,2
3911,Kasavanhalli,1495.0,2.0,110.0,2
3914,Kasavanhalli,1100.0,2.0,68.0,2
3915,Kasavanhalli,1715.0,3.0,112.0,3
3916,Kasavanhalli,1100.0,2.0,65.0,2
3918,Kasavanhalli,1819.0,3.0,150.0,3
3921,Kasavanhalli,1585.0,2.0,90.0,2
3922,Kasavanhalli,1245.0,2.0,80.0,2
3923,Kasavanhalli,2035.0,3.0,142.0,3
3924,Kasavanhalli,1747.0,3.0,110.0,3
3925,Kasavanhalli,1377.0,2.0,80.0,2
3927,Kasavanhalli,1121.0,2.0,75.0,2
3928,Kasturi Nagar,1925.0,3.0,125.0,3
3932,Kasturi Nagar,1080.0,2.0,80.0,2
3935,Kasturi Nagar,1896.0,3.0,125.0,4
3937,Kasturi Nagar,1570.0,3.0,110.0,3
3940,Kasturi Nagar,2507.0,4.0,155.0,4
3941,Kathriguppe,1400.0,2.0,77.0,3
3942,Kathriguppe,1250.0,2.0,68.75,3
3943,Kathriguppe,1245.0,2.0,68.48,3
3944,Kathriguppe,1350.0,2.0,87.01,3
3945,Kathriguppe,1350.0,2.0,80.99,3
3946,Kathriguppe,1365.0,2.0,75.08,3
3947,Kathriguppe,1300.0,3.0,77.99,3
3948,Kathriguppe,1390.0,2.0,76.45,3
3949,Kathriguppe,1350.0,3.0,78.3,3
3950,Kathriguppe,1335.0,2.0,73.43,3
3951,Kathriguppe,1350.0,3.0,80.99,3
3952,Kathriguppe,1250.0,2.0,68.75,2
3954,Kaval Byrasandra,1020.0,2.0,52.0,2
3956,Kaval Byrasandra,945.0,2.0,50.0,2
3960,Kaval Byrasandra,997.0,2.0,53.0,2
3962,Kaval Byrasandra,480.0,1.0,25.0,1
3964,Kaval Byrasandra,1180.0,2.0,60.0,2
3965,Kaval Byrasandra,1450.0,3.0,75.0,3
3966,Kaval Byrasandra,1066.0,2.0,55.0,2
3967,Kaval Byrasandra,1025.0,2.0,60.0,2
3968,Kaval Byrasandra,1400.0,3.0,75.0,3
3969,Kenchenahalli,1015.0,2.0,58.0,2
3970,Kenchenahalli,715.0,1.0,45.0,1
3972,Kenchenahalli,1280.0,2.0,69.0,3
3976,Kenchenahalli,700.0,1.0,35.0,1
3979,Kenchenahalli,1720.0,3.0,100.0,3
3980,Kenchenahalli,1015.0,2.0,60.0,2
3982,Kengeri,750.0,2.0,38.0,2
3985,Kengeri,1200.0,2.0,58.0,2
3989,Kengeri,1025.0,2.0,57.0,2
3991,Kengeri,1082.0,2.0,49.0,3
3994,Kengeri,750.0,2.0,36.0,2
3997,Kengeri,726.0,2.0,35.0,2
3998,Kengeri,416.0,1.0,19.5,1
